year,index,language,discipline,context,alternatives_intro,alternative_A,alternative_B,alternative_C,alternative_D,alternative_E,correct_alternative,has_images,image_path
2010,161,,matematica,"Em canteiros de obras de construção civil é comum perceber trabalhadores realizando medidas de comprimento e de ângulos e fazendo demarcações por onde a obra deve começar ou se erguer. Em um desses canteiros foram feitas algumas marcas no chão plano. Foi possível perceber que, das seis estacas colocadas, três eram vértices de um triângulo retângulo e as outras três eram os pontos médios dos lados desse triângulo, foram indicadas por letras.

![](https://enem.dev/2010/questions/161/93aaf9bb-8489-4ca4-b226-0029de752d3c.jpg)

A região demarcada pelas estacas A, B, M e N deveria ser calçada com concreto.","Nessas condições, a área a ser calçada corresponde",À mesma área do triângulo AMC.,À mesma área do triângulo BNC.,À metade da área formada pelo triângulo ABC.,Ao dobro da área do triângulo MNC.,Ao triplo da área do triângulo MNC.,E,True,dags/data//images/93aaf9bb-8489-4ca4-b226-0029de752d3c.jpg
2010,162,,matematica,"O jornal de certa cidade publicou em uma página inteira a seguinte divulgação de seu caderno de classificados

![](https://enem.dev/2010/questions/162/3a48f3aa-f9b3-457a-9ffc-a48f280a2e19.jpg)","Para que a propaganda seja fidedigna à porcentagem da área que aparece na divulgação, a medida do lado do retângulo que representa os 4%, deve ser de aproximadamente",1 mm.,10 mm.,17 mm.,160 mm.,167 mm.,D,True,dags/data//images/3a48f3aa-f9b3-457a-9ffc-a48f280a2e19.jpg
2010,163,,matematica,"A ideia de usar rolos circulares para deslocar objetos pesados provavelmente surgiu com os antigos egípcios ao construírem as pirâmides.

![](https://enem.dev/2010/questions/163/ad5073a3-52ed-4a3a-b2f4-5c88f216e795.jpg)","Representando por R o raio da base dos rolos cilíndricos, em metros, a expressão do deslocamento horizontal y do bloco de pedra em função de R, após o rolo ter dado uma volta completa sem deslizar, é",Y = R.,Y = 2R.,Y = πR.,Y = 2πR.,Y = 4πR.,E,True,dags/data//images/ad5073a3-52ed-4a3a-b2f4-5c88f216e795.jpg
2010,164,,matematica,"Uma metalúrgica recebeu uma encomenda para fabricar, em grande quantidade, uma peça com o formato de um prisma reto com base triangular, cujas dimensões da base são 6 cm, 8 cm e 10 cm e cuja altura é 10 cm. Tal peça deve ser vazada de tal maneira que a perfuração na forma de um cilindro circular reto seja tangente às suas faces laterais, conforme mostra a figura.

![](https://enem.dev/2010/questions/164/d7f10275-2a88-4791-b723-59fdae4f26d0.jpg)",O raio da perfuração da peça é igual a,1 cm.,2 cm.,3 cm.,4 cm.,5 cm.,B,True,dags/data//images/d7f10275-2a88-4791-b723-59fdae4f26d0.jpg
2010,165,,matematica,"Nos processos industriais, como na indústria de cerâmica, é necessário o uso de fornos capazes de produzir elevadas temperaturas e, em muitas situações, o tempo de elevação dessa temperatura deve ser controlado, para garantir a qualidade do produto final e a economia no processo. Em uma indústria de cerâmica, o forno é programado para elevar a temperatura ao longo do tempo de acordo com a função

![](https://enem.dev/2010/questions/165/fc2955c9-9732-4344-8658-ce88f7aba999.jpg)

em que T é o valor da temperatura atingida pelo forno, em graus Celsius, e t é o tempo, em minutos, decorrido desde o instante em que o forno é ligado.  
Uma peça deve ser colocada nesse forno quando a temperatura for 48°C e retirada quando a temperatura for  
200°C.","O tempo de permanência dessa peça no forno é, em minutos, igual a",100.,108.,128.,130.,150.,D,True,dags/data//images/fc2955c9-9732-4344-8658-ce88f7aba999.jpg
2010,166,,matematica,"O gráfico mostra o número de favelas no município do Rio de Janeiro entre 1980 e 2004, considerando que a variação nesse número entre os anos considerados é linear.

![](https://enem.dev/2010/questions/166/37362de0-ff1e-4e1d-b6f7-4c3c35252fcd.jpg)","Se o padrão na variação do período 2004/2010 se mantiver nos próximos 6 anos, e sabendo que o número de favelas em 2010 é 968, então o número de favelas em 2016 será",Menor que 1 150.,218 unidades maior que em 2004.,Maior que 1 150 e menor que 1 200.,177 unidades maior que em 2010.,Maior que 1 200.,C,True,dags/data//images/37362de0-ff1e-4e1d-b6f7-4c3c35252fcd.jpg
2010,167,,matematica,"O gráfico apresenta a quantidade de gols marcados pelos artilheiros das Copas do Mundo desde a Copa de 1930 até a de 2006.

![](https://enem.dev/2010/questions/167/62dd2345-60b2-49ba-af99-ee935344a42d.jpg)","A partir dos dados apresentados, qual a mediana das quantidades de gols marcados pelos artilheiros das Copas do Mundo?",6 gols,"6,5 gols",7 gols,"7,3 gols","8,5 gols",B,True,dags/data//images/62dd2345-60b2-49ba-af99-ee935344a42d.jpg
2010,168,,matematica,"Em um casamento, os donos da festa serviam champanhe aos seus convidados em taças com formato de um hemisfério (Figura 1), porém um acidente na cozinha culminou na quebra de grande parte desses recipientes. Para substituir as taças quebradas, utilizou-se um outro tipo com formato de cone (Figura 2). No entanto, os noivos solicitaram que o volume de champanhe nos dois tipos de taças fosse igual.

![](https://enem.dev/2010/questions/168/ee7ccd75-517b-4b02-9a73-11e2772684d1.jpg)

Considere:

![imagem (Foto: Reprodução/Enem)](https://enem.dev/2010/questions/168/60c7f391-a434-4c90-8ae8-21a21edec1f1.png ""imagem (Foto: Reprodução/Enem)"")","Sabendo que a taça com o formato de hemisfério é servida completamente cheia, a altura do volume de champanhe que deve ser colocado na outra taça, em centímetros, é de","1,33","6,00","12,00","56,52","113,04",B,True,dags/data//images/ee7ccd75-517b-4b02-9a73-11e2772684d1.jpg
2010,169,,matematica,"O Salto Triplo é uma modalidade do atletismo em que o atleta dá um salto em um só pé, uma passada e um salto, nessa ordem. Sendo que o salto com impulsão em um só pé será feito de modo que o atleta caia primeiro sobre o mesmo pé que deu a implusão; na passada ele cairá com o outro pé, do qual o salto é realizado.

Disponível em: www.cbat.org.br (adaptado).","Um atleta da modalidade Salto Triplo, depois de estudar seus movimentos, percebeu que, do segundo para o primeiro salto, o alcance diminuía em 1,2 m, e, do terceiro para o segundo salto, o alcance diminuía 1,5 m.
Querendo atingir a meta de 17,4 m nessa prova e considerando os seus estudos, a distância alcançada no primeiro salto teria de estar entre","4,0 m e 5,0 m.","5,0 m e 6,0 m.","6,0 m e 7,0 m.","7,0 m e 8,0 m.","8,0 m e 9,0 m.",D,False,
2010,170,,matematica,"Marco e Paulo foram classificados em um concurso. Para classificação no concurso o candidato deveria obter média aritmética na pontuação igual ou superior a 14. Em caso de empate na média, o desempate seria em favor da pontuação mais regular. No quadro a seguir são apresentados os pontos obtidos nas provas de Matemática, Português e Conhecimentos Gerais, a média, a mediana e o desvio padrão dos dois candidatos.  
Dados dos candidatos no concurso

![](https://enem.dev/2010/questions/170/b91052ca-dc24-45b9-b953-9aa426b42f1a.jpg)","O candidato com pontuação mais regular, portanto mais bem classificado no concurso, é","Marco, pois a média e a mediana são iguais.","Marco, pois obteve menor desvio padrão.","Paulo, pois obteve a maior pontuação da tabela, 19 em Português.","Paulo, pois obteve maior mediana.","Paulo, pois obteve maior desvio padrão.",B,True,dags/data//images/b91052ca-dc24-45b9-b953-9aa426b42f1a.jpg
2010,171,,matematica,"Um grupo de pacientes com Hepatite C foi submetido a um tratamento tradicional em que 40% desses pacientes foram completamente curados. Os pacientes que não obtiveram cura foram distribuídos em dois grupos de mesma quantidade e submetidos a dois tratamentos inovadores. No primeiro tratamento inovador, 35% dos pacientes foram curados e, no segundo, 45%.","Em relação aos pacientes submetidos inicialmente, os tratamentos inovadores proporcionaram cura de",16%,24%,32%,48%,64%,B,False,
2010,172,,matematica,"Em 2006, a produção mundial de etanol foi de 40 bilhões de litros e a de biodiesel, de 6,5 bilhões. Neste mesmo ano, a produção brasileira de etanol correspondeu a 43% da produção mundial, ao passo que a produção dos Estados Unidos da América, usando milho, foi de 45%.

Disponível em: planetasustentavel.abril.com.br.Acesso em: 02 maio 2009.","Considerando que, em 2009, a produção mundial de etanol seja a mesma de 2006 e que os Estados Unidos produzirão somente a metade de sua produção de 2006, para que o total produzido pelo Brasil e pelos Estados Unidos continue correspondendo a 88% da produção mundial, o Brasil deve aumentar sua produção em, aproximadamente,","22,5%.","50,0%.","52,3%.","65,5%.","77,5%.",C,False,
2010,173,,matematica,"João mora na cidade A e precisa visitar cinco clientes, localizados em cidades diferentes da sua. Cada trajeto possível pode ser representado por uma sequência de 7 letras. Por exemplo, o trajeto ABCDEFA, informa que ele sairá da cidade A, visitando as cidades B, C, D, E e F nesta ordem, voltando para a cidade A. Além disso, o número indicado entre as letras informa o custo do deslocamento entre as cidades. A figura mostra o custo de deslocamento entre cada uma das cidades.

![](https://enem.dev/2010/questions/173/32cafe03-6732-45ee-85e9-d97f56364ee2.jpg)

Como João quer economizar, ele precisa determinar qual o trajeto de menor custo para visitar os cinco clientes. somente parte das sequências, pois os trajetos ABCDEFA e AFEDCBA têm o mesmo custo. Ele gasta 1min30s para examinar uma sequência e descartar sua simétrica, conforme apresentado.",O tempo mínimo necessário para João verificar todas as sequências possíveis no problema é de,60 min.,90 min.,120 min.,180 min.,360 min.,B,True,dags/data//images/32cafe03-6732-45ee-85e9-d97f56364ee2.jpg
2010,174,,matematica,"O diretor de um colégio leu numa revista que os pés das mulheres estavam aumentando. Há alguns anos, a média do tamanho dos calçados das mulheres era de 35,5 e, hoje, é de 37,0. Embora não fosse uma informação científica, ele ficou curioso e fez uma pesquisa com as funcionárias do seu colégio, obtendo o quadro a seguir:

![](https://enem.dev/2010/questions/174/9b2b5d30-dece-4e7e-912d-8465855c6111.jpg)","Escolhendo uma funcionária ao acaso e sabendo que ela tem calçado maior que 36,0 a probabilidade de ela calçar 38,0 é",1/3,1/5,2/5,5/7,5/14,D,True,dags/data//images/9b2b5d30-dece-4e7e-912d-8465855c6111.jpg
2010,175,,matematica,"O quadro seguinte mostra o desempenho de um time de futebol no último campeonato. A coluna da esquerda mostra o número de gols marcados e a coluna da direita informa em quantos jogos o time marcou aquele número de gols.

![](https://enem.dev/2010/questions/175/47a384a9-8a0b-4669-ac56-963874dfc9e9.jpg)","Se X, Y e Z são, respectivamente, a média, a mediana e a moda desta distribuição, então",X = Y < Z.,Z < X = Y.,Y < Z < X.,Z < X < Y.,Z < Y < X.,E,True,dags/data//images/47a384a9-8a0b-4669-ac56-963874dfc9e9.jpg
2010,176,,matematica,"A disparidade de volume entre os planetas é tão grande que seria possível colocá-los uns dentro dos outros. O planeta Mercúrio é o menor de todos. Marte é o segundo menor: dentro dele cabem três Mercúrios. Terra é o único com vida: dentro dela cabem sete Martes. Netuno é o quarto maior: dentro dele cabem 58 Terras. Júpiter é o maior dos planetas: dentro dele cabem 23 Netunos.

**Revista Veja.** Ano 41, no 25, 25 jun. 2008 (adaptado).","Seguindo o raciocínio proposto, quantas Terras cabem dentro de Júpiter?",406,1 334,4 002,9 338,28 014,B,False,
2010,177,,matematica,"Um dos grandes problemas da poluição dos mananciais (rios, córregos e outros) ocorre pelo hábito de jogar óleo utilizado em frituras nos encanamentos que estão interligados com o sistema de esgoto. Se isso ocorrer, cada 10 litros de óleo poderão contaminar 10 milhões (107) de litros de água potável.

Manual de etiqueta. Parte integrante das revistas Veja (ed. 2055), Cláudia (ed. 555), _National Geographic_ (ed. 93) e _Nova Escola_ (ed. 208) (adaptado).

Suponha que todas as famílias de uma cidade descartem os óleos de frituras através dos encanamentos e consomem 1 000 litros de óleo em frituras por semana.","Qual seria, em litros, a quantidade de água potável contaminada por semana nessa cidade?",10 -²,10³,10^4,10^6,10^9,E,False,
2010,178,,matematica,"Um porta-lápis de madeira foi construído no formato cúbico, seguindo o modelo ilustrado a seguir. O cubo de dentro é vazio. A aresta do cubo maior mede 12 cm e a do cubo menor, que é interno, mede 8 cm.

![](https://enem.dev/2010/questions/178/f167ae80-7a92-4a85-8c25-bd0738dba84d.jpg)",O volume de madeira utilizado na confecção desse objeto foi de,12 cm³,64 cm³,96 cm³,1216 cm³,1728 cm³,D,True,dags/data//images/f167ae80-7a92-4a85-8c25-bd0738dba84d.jpg
2010,179,,matematica,"Ronaldo é um garoto que adora brincar com números. Numa dessas brincadeiras, empilhou caixas numeradas de acordo com a sequência conforme mostrada no esquema a seguir.

![](https://enem.dev/2010/questions/179/0fc82f4a-dc92-411f-8f14-995159be0c16.jpg)

Ele percebeu que a soma dos números em cada linha tinha uma propriedade e que, por meio dessa propriedade, era possível prever a soma de qualquer linha posterior às já construídas.","A partir dessa propriedade, qual será a soma da 9a linha da sequência de caixas empilhadas por Ronaldo?",9,45,64,81,285,D,True,dags/data//images/0fc82f4a-dc92-411f-8f14-995159be0c16.jpg
2010,180,,matematica,"Para conseguir chegar a um número recorde de produção de ovos de Páscoa, as empresas brasileiras começam a se planejar para esse período com um ano de ovos de Páscoa produzidos no Brasil no período de 2005 a 2009.

![](https://enem.dev/2010/questions/180/b3a08efa-6d65-4f17-955f-8c8962f34861.jpg)","De acordo com o gráfico, o biênio que apresentou maior produção acumulada foi",2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,E,True,dags/data//images/b3a08efa-6d65-4f17-955f-8c8962f34861.jpg
2011,136,,matematica,"Para colocar o pistão no motor que está sendo consertado, o dono da oficina terá de adquirir aquele que tenha o diâmetro mais próximo do que precisa.","Nessa condição, o dono da oficina deverá comprar o pistão de diâmetro","68,21 mm.","68,102 mm.","68,02 mm.","68,012 mm.","68,001 mm.",E,False,
2011,137,,matematica,"![](https://enem.dev/2011/questions/137/71b536bf-1542-490f-96b7-6da5a37e0c08.png)

Onde M0 é o momento sísmico (usualmente estimado a partir dos registros de movimento da superfície, através dos sismogramas), cuja unidade é o dina⋅cm. O terremoto de Kobe, acontecido no dia 17 de janeiro de 1995, foi um dos terremotos que causaram maior impacto no Japão e na comunidade científica internacional. Teve magnitude MW = 7,3.

**U.S. GEOLOGICAL SURVEY**. Historic Earthquakes.  
Disponível em: http://earthquake.usgs.gov. Acesso em: 1 maio 2010 (adaptado).","Mostrando que é possível determinar a medida por meio de conhecimentos matemáticos, qual foi o momento sísmico M0","10-5,10","10-0,73","1012,00","1021,65","1027,00",E,True,dags/data//images/71b536bf-1542-490f-96b7-6da5a37e0c08.png
2011,138,,matematica,![](https://enem.dev/2011/questions/138/5a4afd15-b676-441f-8758-76185e535a3e.png),"Ao optar pelas medidas a e b em metros, obtêm-se, respectivamente,","0,23 e 0,16.","2,3 e 1,6.",23 e 16.,230 e 160.,2 300 e 1 600.,B,True,dags/data//images/5a4afd15-b676-441f-8758-76185e535a3e.png
2011,139,,matematica,"![](https://enem.dev/2011/questions/139/4b2c1448-7e79-415c-bd68-55a615705b89.png)

A medida é expressa em kWh. O número obtido na leitura é composto por 4 algarismos. Cada posição do número é formada pelo último algarismo ultrapassado pelo ponteiro.","O número obtido pela leitura em kWh, na imagem, é",2 614.,2 624.,2 715.,2 725.,4 162.,A,True,dags/data//images/4b2c1448-7e79-415c-bd68-55a615705b89.png
2011,140,,matematica,![](https://enem.dev/2011/questions/140/63404fc2-7491-4ee5-9975-d0c6857dd37a.png),"Para optar pelo terreno de maior área, que atenda às restrições impostas pela prefeitura, os moradores deverão escolher o terreno.",1.,2.,3.,4.,5.,C,True,dags/data//images/63404fc2-7491-4ee5-9975-d0c6857dd37a.png
2011,141,,matematica,"– Enquanto você fala ao telefone, faça agachamentos: 100 calorias gastas em 20 minutos.  
– Meia hora de supermercado: 100 calorias.  
– Cuidar do jardim por 30 minutos: 200 calorias.  
– Passear com o cachorro: 200 calorias em 30 minutos.  
– Tirar o pó dos móveis: 150 calorias em 30 minutos.  
– Lavar roupas por 30 minutos: 200 calorias.

Disponível em: http://cyberdiet.terra.com.br. Acesso em: 27 abr. 2010 (adaptado).

Uma pessoa deseja executar essas atividades, porém, ajustando o tempo para que, em cada uma, gaste igualmente 200 calorias.","A partir dos ajustes, quanto tempo a mais será necessário para realizar todas as atividades?",50 minutos.,60 minutos.,80 minutos.,120 minutos.,170 minutos.,B,False,
2011,142,,matematica,![](https://enem.dev/2011/questions/142/29f02ac4-b2ab-4397-b8f4-de763ed2079f.png),"Em relação à temperatura, os valores da média, mediana e moda são, respectivamente, iguais a","17°C, 17°C e 13,5°C.","17°C, 18°C e 13,5°C.","17°C, 13,5°C e 18°C.","17°C, 18°C e 21,5°C.","17°C, 13,5°C e 21,5°C.",B,True,dags/data//images/29f02ac4-b2ab-4397-b8f4-de763ed2079f.png
2011,143,,matematica,"Para uma atividade realizada no laboratório de Matemática, um aluno precisa construir uma maquete da quadra de esportes da escola que tem 28 m de comprimento por 12 m de largura. A maquete deverá ser construída na escala de 1 : 250.","Que medidas de comprimento e largura, em cm, o aluno utilizará na construção da maquete?","4,8 e 11,2","7,0 e 3,0","11,2 e 4,8","28,0 e 12,0","30,0 e 70,0",C,False,
2011,144,,matematica,"![](https://enem.dev/2011/questions/144/d0e4d3d7-dfa0-48c0-81a7-03193a5dfea2.png)

Os pontos A, B, C, D e O do cubo e da pirâmide são os mesmos. O ponto O é central na face superior do cubo. Os quatro cortes saem de O em direção às arestas _AD_, _BC_, _AB_ e _CD_, nessa ordem. Após os cortes, são descartados quatro sólidos.",Os formatos dos sólidos descartados são,Todos iguais.,Todos diferentes.,Três iguais e um diferente.,Apenas dois iguais.,Iguais dois a dois.,E,True,dags/data//images/d0e4d3d7-dfa0-48c0-81a7-03193a5dfea2.png
2011,145,,matematica,"O consumo atingiu o maior nível da história no ano passado: os brasileiros beberam o equivalente a 331 bilhões de xícaras.

Veja. Ed. 2158, 31 mar. 2010.

Considere que a xícara citada na notícia seja equivalente a, aproximadamente, 120 mL de café. Suponha que em 2010 os brasileiros bebam ainda mais café, aumentando o consumo em 1/5 do que foi consumido no ano anterior.","De acordo com essas informações, qual a previsão mais aproximada para consumo de café em 2010?",8 bilhões de litros.,16 bilhões de litros.,32 bilhões de litros.,40 bilhões de litros.,48 bilhões de litros.,E,False,
2011,146,,matematica,"Sabe-se que a distância real, em linha reta, de uma cidade A, localizada no estado de São Paulo, a uma cidade B, localizada no estado de Alagoas, é igual a 2 000 km. Um estudante, ao analisar um mapa, verificou com sua régua que a distância entre essas duas cidades, A e B, era 8 cm.",Os dados nos indicam que o mapa observado pelo estudante está na escala de,1 : 250.,1 : 2 500.,1 : 25 000.,1 : 250 000.,1 : 25 000 000.,E,False,
2011,148,,matematica,"Em 2010, um caos aéreo afetou o continente europeu, devido à quantidade de fumaça expelida por um vulcão na Islândia, o que levou ao cancelamento de inúmeros voos.

Cinco dias após o início desse caos, todo o espaço aéreo europeu acima de 6 000 metros estava liberado, com exceção do espaço aéreo da Finlândia. Lá, apenas voos internacionais acima de 31 mil pés estavam liberados.

Disponível em: http://www1.folha.uol.com.br. Acesso em: 21 abr. 2010 (adaptado).

Considere que 1 metro equivale a aproximadamente 3,3 pés.","Qual a diferença, em pés, entre as altitudes liberadas na Finlândia e no restante do continente europeu cinco dias após o início do caos?",3 390 pés,9 390 pés,11 200 pés,19 800 pés,50 800 pés,C,False,
2011,150,,matematica,![](https://enem.dev/2011/questions/150/881d187f-8906-4aa8-a941-220a57000731.png),"A reta de equação y = x + 4 representa o planejamento do percurso da linha do metrô subterrâneo que atravessará o bairro e outras regiões da cidade. No ponto P = (-5, 5), localiza-se um hospital público. A comunidade solicitou ao comitê de planejamento que fosse prevista uma estação do metrô de modo que sua distância ao hospital, medida em linha reta, não fosse maior que 5 km.
Atendendo ao pedido da comunidade, o comitê argumentou corretamente que isso seria automaticamente satisfeito, pois já estava prevista a construção de uma estação no ponto.","(–5, 0).","(–3, 1).","(–2, 1).","(0, 4).","(2, 6).",B,True,dags/data//images/881d187f-8906-4aa8-a941-220a57000731.png
2011,154,,matematica,![](https://enem.dev/2011/questions/154/10f8a6b9-37c7-4d75-99dd-24b07602b503.png),"Em relação às edições de 2005 a 2009 da OBMEP, qual o percentual médio de medalhistas de ouro da região Nordeste?","14,6%","18,2%","18,4%","19,0%","21,0%",C,True,dags/data//images/10f8a6b9-37c7-4d75-99dd-24b07602b503.png
2011,155,,matematica,"![](https://enem.dev/2011/questions/155/815b3733-1da7-4631-adc8-21e12190790b.png)

Suponha que o navegante tenha medido o ângulo α = 30°  e, ao chegar ao ponto B, verificou que o barco havia percorrido a distância AB = 2 000 m.","Com base nesses dados e mantendo a mesma trajetória, a menor distância do barco até o ponto fixo P será",1 000 m.,1 000 √3 m.,2 000 √3/3 m.,2 000 m,2 000 √3 m.,B,True,dags/data//images/815b3733-1da7-4631-adc8-21e12190790b.png
2011,156,,matematica,"O saldo de contratações no mercado formal no setor varejista da região metropolitana de São Paulo registrou alta. Comparando as contratações deste setor no mês de fevereiro com as de janeiro deste ano, houve incremento de 4 300 vagas no setor, totalizando 880 605 trabalhadores com carteira assinada.

Disponível em: http://www.folha.uol.com.br. Acesso em: 26 abr. 2010 (adaptado).","Considerando-se que y e x representam, respectivamente, as quantidades de trabalhadores no setor varejista e os meses, janeiro sendo o primeiro, fevereiro, o segundo, e assim por diante, a expressão algébrica que relaciona essas quantidades nesses meses é",Y = 4 300x,Y = 884 905x,Y = 872 005 + 4 300x,Y = 876 305 + 4 300x,Y = 880 605 + 4 300x,C,False,
2011,158,,matematica,"![](https://enem.dev/2011/questions/158/1780f953-427b-4344-9cc8-3fc8908f62b0.png)

Considere dois consumidores: um que é de baixa renda e gastou 100 kWh e outro do tipo residencial que gastou 185 kWh.","A diferença entre o gasto desses consumidores com 1kWh, depois da redução da tarifa de energia, mais aproximada, é de","R$ 0,27.","R$ 0,29.","R$ 0,32.","R$ 0,34.","R$ 0,61.",B,True,dags/data//images/1780f953-427b-4344-9cc8-3fc8908f62b0.png
2011,159,,matematica,"O prefeito de uma cidade deseja construir uma rodovia para dar acesso a outro município. Para isso, foi aberta uma licitação na qual concorreram duas empresas. A primeira cobrou R$ 100 000,00 por km construído (n), acrescidos de um valor fixo de R$ 350 000,00, enquanto a segunda cobrou R$ 120 000,00 por km construído (n) acrescido de um valor fixo de R$ 150  000,00. As duas empresas apresentam o mesmo padrão de qualidade dos serviços prestados, mas apenas uma delas poderá ser contratada.","Do ponto de vista econômico, qual equação possibilitaria encontrar a extensão da rodovia que tornaria indiferente para a prefeitura escolher qualquer uma das propostas apresentadas?",100n + 350 = 120n + 150,100n + 150 = 120n + 350,100(n + 350) = 120(n + 150),100(n + 350 000) = 120(n + 150 000),350(n + 100 000) = 150(n + 120 000),A,False,
2011,160,,matematica,"Uma pessoa aplicou certa quantia em ações. No primeiro mês, ela perdeu 30% do total do investimento e, no segundo mês, recuperou 20% do que havia perdido. Depois desses dois meses, resolveu tirar o montante de R$ 3 800,00 gerado pela aplicação.",A quantia inicial que essa pessoa aplicou em ações corresponde ao valor de,"R$ 4 222,22.","R$ 4 523,80.","R$ 5 000,00.","D R$ 13 300,00.","R$ 17 100,00.",C,False,
2011,161,,matematica,"Cerca de 20 milhões de brasileiros vivem na região coberta pela caatinga, em quase 800 mil km² de área. Quando não chove, o homem do sertão e dua família precisam caminhar quilômetros em busca da água dos açudes. A irregularidade climática é um dos fatores que mais interferem na vida do sertanejo.

Disponível em: http://www.wwf.org.br. Acesso em: 23 abr. 2010.","Segundo este levantamento, a densidade demográfica da região coberta pela caatinga, em habitantes por km², é de",250.,25.,"2,5.","0,25.","0,025.",B,False,
2011,162,,matematica,"O número mensal de passagens de uma determinada empresa aérea aumentou no ano passado nas seguintes condições: em janeiro foram vendidas 33 000 passagens; em fevereiro, 34 500; em março, 36 000. Esse padrão de crescimento se mantém para os meses subsequentes.",Quantas passagens foram vendidas por essa empresa em julho do ano passado?,38 000,40 500,41 000,42 000,48 000,D,False,
2011,163,,matematica,![](https://enem.dev/2011/questions/163/1712d7cd-309a-4383-970a-51e8310d5882.png),"Escolhendo, aleatoriamente, uma das outras regiões para morar, a probabilidade de ele escolher uma região que seja adequada às recomendações médicas é",1/5,1/4,2/5,3/5,3/4,E,True,dags/data//images/1712d7cd-309a-4383-970a-51e8310d5882.png
2011,164,,matematica,"Muitas medidas podem ser tomadas em nossas casas visando à utilização racional de energia elétrica. Isso deve ser uma atitude diária de cidadania. Uma delas pode ser a redução do tempo no banho. Um chuveiro com potência de 4 800 W consome 4,8 kW por hora.","Uma pessoa que toma dois banhos diariamente, de 10 minutos cada, consumirá, em sete dias, quantos kW?","0,8","1,6","5,6","11,2","33,6",D,False,
2011,165,,matematica,![](https://enem.dev/2011/questions/165/9f872841-f893-4cc4-bd7c-3356d7d73f0e.png),"Se os atletas partissem do mesmo ponto, dando uma volta completa, em qual das raias o corredor estaria sendo beneficiado?",1,4,5,7,8,A,True,dags/data//images/9f872841-f893-4cc4-bd7c-3356d7d73f0e.png
2011,166,,matematica,"Nos últimos cinco anos, 32 mil mulheres de 20 a 24 anos foram internadas nos hospitais do SUS por causa de AVC. Entre os homens da mesma faixa etária, houve 28 mil internações pelo mesmo motivo.

**Época**.26 abr. 2010 (adaptado).

Supondo que, nos próximos cinco anos, haja um acréscimo de 8 mil internações de mulheres e que o acréscimo de internações de homens por AVC ocorra na mesma proporção.","De acordo com as informações dadas, o número de homens que seriam internados por AVC, nos próximos cinco anos, corresponderia a",4 mil.,9 mil.,21 mil.,35 mil.,39 mil.,D,False,
2011,167,,matematica,"É possível usar água ou comida para atrair as aves e observá-las. Muitas pessoas costumam usar água com açúcar, por exemplo, para atrair beija-flores. Mas é importante saber que, na hora de fazer a mistura, você deve sempre usar uma parte de açúcar para cinco  partes de água. Além disso, em dias quentes, precisa trocar a água de duas a três vezes, pois com o calor ela pode fermentar e, se for ingerida pela ave, pode deixá-la doente. O excesso de açúcar, ao cristalizar, também pode manter o bico da ave fechado, impedindo-a de se alimentar. Isso pode até matá-la.

**Ciência Hoje das Crianças**. FNDE; Instituto Ciência Hoje, ano 19, n.166, mar.1996

Pretende-se encher completamente um copo com a mistura para atrais beija-flores.","O copo tem formato cilíndrico, e suas medidas são 10 cm de altura e 4 cm de diâmetro. A quantidade de água que deve ser utilizada na mistura é cerca de (utilize π = 3)",20 mL.,24 mL.,100 mL.,120 mL.,600 mL.,C,False,
2011,168,,matematica,"Em um jogo disputado em uma mesa de sinuca, há 16 bolas: 1 branca e 15 coloridas, as quais, de acordo com a coloração, valem de 1 a 15 pontos (um valor para cada bola colorida).

O jogador acerta o taco na bola branca de forma que esta acerte as outras, com o objetivo de acertar duas das quinze bolas em quaisquer caçapas. Os valores dessas duas bolas são somados e devem resultar em um valor escolhido pelo jogador antes do início da jogada.

Arthur, Bernardo e Caio escolhem os números 12, 17 e 22 como sendo resultados de suas respectivas somas.","Com essa escolha, quem tem a maior probabilidade de ganhar o jogo é","Arthur, pois a soma que escolheu é a menor.","Bernardo, pois há 7 possibilidades de compor a soma escolhida por ele, contra 4 possibilidades para a escolha de Arthur e 4 possibilidades para a escolha de Caio.","Bernardo, pois há 7 possibilidades de compor a soma escolhida por ele, contra 5 possibilidades para a escolha de Arthur e 4 possibilidades para a escolha de Caio.","Caio, pois há 10 possibilidades de compor a soma escolhida por ele, contra 5 possibilidades para a escolha de Arthur e 8 possibilidades para a escolha de Bernardo.","Caio, pois a soma que escolheu é a maior.",C,False,
