year,index,language,discipline,context,alternatives_intro,alternative_A,alternative_B,alternative_C,alternative_D,alternative_E,correct_alternative,has_images
2012,114,,linguagens,"![](https://enem.dev/2012/questions/114/0e1c5ddc-b61a-440e-823d-d96e6a614c3f.png)

Cartaz afixado nas bibliotecas centrais e setoriais da Universidade Federal de Goiás (UFG), 2011.","Considerando-se a finalidade comunicativa comum do gênero e o contexto específico do Sistema de Biblioteca da UFG, esse cartaz tem função predominantemente","Socializadora, contribuindo para a popularização da arte.","Sedutora, considerando a leitura como uma obra de arte.","Estética, propiciando uma apreciação despretensiosa da obra.","Educativa, orientando o comportamento de usuários de um serviço.","Contemplativa, evidenciando a importância de artistas internacionais.",D,True
2012,115,,linguagens,"**Aqui é o país do futebol**

Brasil está vazio na tarde de domingo, né?  
Olha o sambão, aqui é o país do futebol  
\[…\]  
No fundo desse país  
Ao longo das avenidas  
Nos campos de terra e grama  
Brasil só é futebol  
Nesses noventa minutos  
De emoção e alegria  
Esqueço a casa e o trabalho  
A vida fica lá fora  
Dinheiro fica lá fora  
A cama fica lá fora  
A mesa fica lá fora  
Salário fica lá fora  
A fome fica lá fora  
A comida fica lá fora  
A vida fica lá fora  
E tudo fica lá fora

SIMONAL, W. **Aqui é o país do futebol**. Disponível em: www.vagalume.com.br. Acesso em: 27 out. 2011 (fragmento).","Na letra da canção Aqui é o país do futebol, de Wilson Simonal, o futebol, como elemento da cultura corporal de movimento e expressão da tradição nacional, é apresentado de forma crítica e emancipada devido ao fato de",Reforçar a relação entre o esporte futebol e o samba.,Ser apresentado como uma atividade de lazer.,Ser identificado com a alegria da população brasileira.,Promover a reflexão sobre a alienação provocada pelo futebol.,Ser associado ao desenvolvimento do país.,D,False
2012,116,,linguagens,"**LXXVIII** (Camões, 1525?-1580)

Leda serenidade deleitosa,  
Que representa em terra um paraíso;  
Entre rubis e perlas doce riso;  
Debaixo de ouro e neve cor-de-rosa;  
Presença moderada e graciosa,  
Onde ensinando estão despejo e siso  
Que se pode por arte e por aviso,  
Como por natureza, ser fermosa;  
Fala de quem a morte e a vida pende,  
Rara, suave; enfim, Senhora, vossa;  
Repouso nela alegre e comedido:  
Estas as armas são com que me rende  
E me cativa Amor; mas não que possa  
Despojar-me da glória de rendido.

CAMÕES, L. **Obra completa**. Rio de Janeiro: Nova Aguilar, 2008.

![](https://enem.dev/2012/questions/116/13c70287-9094-4ed9-ac83-833d323390a4.png)

SANZIO, R. (1483-1520) **A mulher com o unicórnio**. Roma, Galleria Borghese.  
Disponível em: www.arquipelagos.pt. Acesso em: 29 fev. 2012.","A pintura e o poema, embora sendo produtos de duas linguagens artísticas diferentes, participaram do mesmo contexto social e cultural de produção pelo fato de ambos","Apresentarem um retrato realista, evidenciado pelo unicórnio presente na pintura e pelos adjetivos usados no poema.","Valorizarem o excesso de enfeites na apresentação pessoal e na variação de atitudes da mulher, evidenciadas pelos adjetivos do poema.","Apresentarem um retrato ideal de mulher marcado pela sobriedade e o equilíbrio, evidenciados pela postura, expressão e vestimenta da moça e os adjetivos usados no poema.","Desprezarem o conceito medieval da idealização da mulher como base da produção artística, evidenciado pelos adjetivos usados no poema.","Apresentarem um retrato ideal de mulher marcado pela emotividade e o conflito interior, evidenciados pela expressão da moça e pelos adjetivos do poema.",C,True
2012,117,,linguagens,"**Das irmãs**

os meus irmãos sujando-se  
na lama  
e eis-me aqui cercada  
de alvura e enxovais

eles se provocando e provando  
do fogo  
e eu aqui fechada  
provendo a comida

eles se lambuzando e arrotando  
na mesa  
e eu a temperada  
servindo, contida

os meus irmãos jogando-se  
na cama  
e eis-me afiançada  
por dote e marido

QUEIROZ, S. **O sacro ofício**. Belo Horizonte: Comunicação, 1980.","O poema de Sonia Queiroz apresenta uma voz lírica feminina que contrapõe o estilo de vida do homem ao modelo reservado à mulher. Nessa contraposição, ela conclui que","A mulher deve conservar uma assepsia que a distingue de homens, que podem se jogar na lama.","A palavra “fogo” é uma metáfora que remete ao ato de cozinhar, tarefa destinada às mulheres.",A luta pela igualdade entre os gêneros depende da ascensão financeira e social das mulheres.,"A cama, como sua “alvura e enxovais”, é um símbolo da fragilidade feminina no espaço doméstico.",Os papéis sociais destinados aos gêneros produzem efeitos e graus de autorrealização desiguais.,E,False
2012,118,,linguagens,"**O sedutor médio**

Vamos juntar  
Nossas rendas e  
expectativas de vida  
querida,  
o que me dizes?  
Ter 2, 3 filhos  
e ser meio felizes?

VERISSIMO, L. F. **Poesia numa hora dessas?!** Rio de Janeiro: Objetiva, 2002.","No poema O sedutor médio, é possível reconhecer a presença de posições críticas","Nos três primeiros versos, em que “juntar expectativas de vida” significa que, juntos, os cônjuges poderiam viver mais, o que faz do casamento uma convenção benéfica.","Na mensagem veiculada pelo poema, em que os valores da sociedade são ironizados, o que é acentuado pelo uso do adjetivo “médio” no título e do advérbio “meio” no verso final.","No verso “e ser meio felizes?”, em que “meio” é sinônimo de metade, ou seja, no casamento, apenas um dos cônjuges se sentiria realizado.","Nos dois primeiros versos, em que “juntar rendas” indica que o sujeito poético passa por dificuldades financeiras e almeja os rendimentos da mulher.","No título, em que o adjetivo “médio” qualifica o sujeito poético como desinteressante ao sexo oposto e inábil em termos de conquistas amorosas.",B,False
2012,119,,linguagens,"Nós, brasileiros, estamos acostumados a ver juras de amor, feitas diante de Deus, serem quebradas por traição, interesses financeiros e sexuais. Casais se separam como inimigos, quando poderiam ser bons amigos, sem traumas. Bastante interessante a reportagem sobre separação. Mas acho que os advogados consultados, por sua competência, estão acostumados a tratar de grandes separações. Será que a maioria dos leitores da revista tem obras de arte que precisam ser fotografadas antes da separação? Não seria mais útil dar conselhos mais básicos? Não seria interessante mostrar que a separação amigável não interfere no modo de partilha dos bens? Que, seja qual for o tipo de separação, ela não vai prejudicar o direito à pensão dos filhos? Que acordo amigável deve ser assinado com atenção, pois é bastante complicado mudar suas cláusulas? Acho que essas são dicas que podem interessar ao leitor médio.

Disponível em: http://revistaepoca.globo.com. Acesso em: 26 fev. 2012 (adaptado).","O texto foi publicado em uma revista de grande circulação na seção de carta do leitor. Nele, um dos leitores manifesta-se acerca de uma reportagem publicada na edição anterior. Ao fazer sua argumentação, o autor do texto",Faz uma síntese do que foi abordado na reportagem.,Discute problemas conjugais que conduzem à separação.,Aborda a importância dos advogados em processos de separação.,Oferece dicas para orientar as pessoas em processos de separação.,"Rebate o enfoque dado ao tema pela reportagem, lançando novas ideias.",E,False
2012,12,,ciencias-humanas,"![](https://enem.dev/2012/questions/12/83965490-d729-4348-9d55-ec54ac223f06.jpg)

Cartaz da Revolução Constitucionalista. (Foto: Disponível em: http://veja.abril.com.br. Acesso em: 29 jun. 2012)

Elaborado pelos partidários da Revolução Constitucionalista de 1932, o cartaz apresentado pretendia mobilizar a população paulista contra o governo federal.","Essa mobilização utilizou-se de uma referência histórica, associando o processo revolucionário","À experiência francesa, expressa no chamado à luta contra a ditadura.","Aos ideais republicanos, indicados no destaque à bandeira paulista.","Ao protagonismo das Forças Armadas, representadas pelo militar que empunha a bandeira.","Ao bandeirantismo, símbolo paulista apresentado em primeiro plano.","Ao papel figurativo de Vargas na política, enfatizado pela pequenez de sua figura no cartaz.",D,True
2012,120,,linguagens,"**E-mail com hora programada**

Redação INFO, 28 de agosto de 2007.

Agende o envio de e-mails no _Thunderbird_ com a extensão _SendLater_

Nem sempre é interessante mandar um e-mail na hora. Há situações em que agendar o envio de uma mensagem é útil, como em datas comemorativas ou quando o e-mail serve para lembrar o destinatário de algum evento futuro. O _Thunderbird_, o ótimo cliente de e-mail do grupo Mozilla, conta com uma extensão para esse fim. Trata-se do _SendLater_. Depois de instalado, ele cria um item no menu de criação de mensagens que permite marcar o dia e a hora exatos para o envio do e-mail. Só há um ponto negativo: para garantir que a mensagem seja enviada na hora, o _Thunderbird_ deverá estar em execução. Senão, ele mandará o e-mail somente na próxima vez que for rodado.

Disponível em: http://info.abril.com.br. Acesso em: 18 fev. 2012 (adaptado).","Considerando-se a função do SendLater, o objetivo do autor do texto E-mail com hora programada é",Eliminar os entraves no envio de mensagens via e-mail.,Viabilizar a aquisição de conhecimento especializado pelo usuário.,Permitir a seleção dos destinatários dos textos enviados.,Controlar a quantidade de informações constantes do corpo do texto.,Divulgar um produto ampliador da funcionalidade de um recurso comunicativo.,E,False
2012,121,,linguagens,"![](https://enem.dev/2012/questions/121/0906b53b-6578-4bbf-9544-7d5946fec2ae.png)

Picasso, P. **Les Demoiselles d’Avignon**. Nova York, 1907.  
ARGAN, G. C. **Arte moderna**: do Iluminismo aos movimentos contemporâneos.  
São Paulo: Companhia das Letras, 1992.","O quadro Les Demoiselles d’Avignon (1907), de Pablo Picasso, representa o rompimento com a estética clássica e a revolução da arte no início do século XX. Essa nova tendência se caracteriza pela",Pintura de modelos em planos irregulares.,Mulher como temática central da obra.,Cena representada por vários modelos.,Oposição entre tons claros e escuros.,Nudez explorada como objeto de arte.,A,True
2012,122,,linguagens,"![](https://enem.dev/2012/questions/122/56b6ba08-f28d-4c6e-9548-dae589b81f9c.png)

Capa do LP **Os Mutantes**, 1968.  
Disponível em: http://mutantes.com. Acesso em: 28 fev. 2012.","A capa do LP Os Mutantes, de 1968, ilustra o movimento da contracultura. O desafio à tradição nessa criação musical é caracterizado por",Letras e melodias com características amargas e depressivas.,Arranjos baseados em ritmos e melodias nordestinos.,Sonoridades experimentais e confluência de elementos populares e eruditos.,Temas que refletem situações domésticas ligadas à tradição popular.,Ritmos contidos e reservados em oposição aos modelos estrangeiros.,C,True
2012,123,,linguagens,"Sou feliz pelos amigos que tenho. Um deles muito sofre pelo meu descuido com o vernáculo. Por alguns anos ele sistematicamente me enviava missivas eruditas com precisas informações sobre as regras da gramática, que eu não respeitava, e sobre a grafia correta dos vocábulos, que eu ignorava. Fi-lo sofrer pelo uso errado que fiz de uma palavra num desses meus badulaques. Acontece que eu, acostumado a conversar com a gente das Minas Gerais, falei em “varreção” — do verbo “varrer”. De fato, trata-se de um equívoco que, num vestibular, poderia me valer uma reprovação. Pois o meu amigo, paladino da língua portuguesa, se deu ao trabalho de fazer um xerox da página 827 do dicionário, aquela que tem, no topo, a fotografia de uma “varroa”(sic!) (você não sabe o que é uma “varroa”?) para corrigir me do meu erro. E confesso: ele está certo. O certo é “varrição” e não “varreção”. Mas estou com medo de que os mineiros da roça façam troça de mim porque nunca os vi falar de “varrição”. E se eles rirem de mim não vai me adiantar mostrar-lhes o xerox da página do dicionário com a “varroa” no topo. Porque para eles não é o dicionário que faz a língua. É o povo. E o povo, lá nas montanhas de Minas Gerais, fala “varreção” quando não “barreção”. O que me deixa triste sobre esse amigo oculto é que nunca tenha dito nada sobre o que eu escrevo, se é bonito ou se é feio. Toma a minha sopa, não diz nada sobre ela, mas reclama sempre que o prato está rachado.

ALVES, R. **Mais badulaques**. São Paulo: Parábola, 2004 (fragmento).","De acordo com o texto, após receber a carta de um amigo “que se deu ao trabalho de fazer um xerox da página 827 do dicionário” sinalizando um erro de grafia, o autor reconhece",A supremacia das formas da língua em relação ao seu conteúdo.,A necessidade da norma padrão em situações formais de comunicação escrita.,"A obrigatoriedade da norma culta da língua, para a garantia de uma comunicação efetiva.","A importância da variedade culta da língua, para a preservação da identidade cultural de um povo.",A necessidade do dicionário como guia de adequação linguística em contextos informais privados.,B,False
2012,124,,linguagens,"Desde dezoito anos que o tal patriotismo lhe absorvia e por ele fizera a tolice de estudar inutilidades. Que lhe importavam os rios? Eram grandes? Pois que fossem… Em que lhe contribuiria para a felicidade saber o nome dos heróis do Brasil? Em nada… O importante é que ele tivesse sido feliz. Foi? Não. Lembrou-se das coisas do tupi, do _folk-lore_, das suas tentativas agrícolas… Restava disso tudo em sua alma uma satisfação? Nenhuma! Nenhuma!

O tupi encontrou a incredulidade geral, o riso, a mofa, o escárnio; e levou-o à loucura. Uma decepção. E a agricultura? Nada. As terras não eram ferazes e ela não era fácil como diziam os livros. Outra decepção. E, quando o seu patriotismo se fizera combatente, o que achara? Decepções. Onde estava a doçura de nossa gente? Pois ele não a viu combater como feras? Pois não a via matar prisioneiros, inúmeros? Outra decepção. A sua vida era uma decepção, uma série, melhor, um encadeamento de decepções.

A pátria que quisera ter era um mito; um fantasma criado por ele no silêncio de seu gabinete.

BARRETO, L. **Triste fim de Policarpo Quaresma**. Disponível em: www.dominiopublico.gov.br. Acesso em: 8 nov. 2011.","O romance Triste fim de Policarpo Quaresma, de Lima Barreto, foi publicado em 1911. No fragmento destacado, a reação do personagem aos desdobramentos de suas iniciativas patrióticas evidencia que","A dedicação de Policarpo Quaresma ao conhecimento da natureza brasileira levou-o a estudar inutilidades, mas possibilitou-lhe uma visão mais ampla do país.",A curiosidade em relação aos heróis da pátria levou-o ao ideal de prosperidade e democracia que o personagem encontra no contexto republicano.,"A construção de uma pátria a partir de elementos míticos, como a cordialidade do povo, a riqueza do solo e a pureza linguística, conduz à frustração ideológica.","A propensão do brasileiro ao riso, ao escárnio, justifica a reação de decepção e desistência de Policarpo Quaresma, que prefere resguardar-se em seu gabinete.","A certeza da fertilidade da terra e da produção agrícola incondicional faz parte de um projeto ideológico salvacionista, tal como foi difundido na época do autor.",C,False
2012,125,,linguagens,"A marcha galopante das tecnologias teve por primeiro resultado multiplicar em enormes proporções tanto a massa das notícias que circulam quanto as ocasiões de sermos solicitados por elas. Os profissionais têm tendência a considerar esta inflação como automaticamente favorável ao público, pois dela tiram proveito e tornam-se obcecados pela imagem liberal do grande mercado em que cada um, dotado de luzes por definição iguais, pode fazer sua escolha em toda liberdade. Isso jamais foi realizado e tende a nunca ser. Na verdade, os leitores, ouvintes, telespectadores, mesmo se se abandonam a sua bulimia\*, não são realmente nutridos por esta indigesta sopa de informações e sua busca finaliza em frustração. Cada vez mais frequentemente, até, eles ressentem esse bombardeio de riquezas falsas como agressivo e se refugiam na resistência a toda ou qualquer informação.

O verdadeiro problema das sociedades pós-industriais não é a penúria\*\*, mas a abundância. As sociedades modernas têm a sua disposição muito mais do que necessitam em objetos, informações e contatos. Ou, mais exatamente, disso resulta uma desarmonia entre uma oferta, não excessiva, mas incoerente, e uma demanda que, confusamente, exige uma escolha muito mais rápida a absorver. Por isso os órgãos de informação devem escolher, uma vez que o homem contemporâneo apressado, estressado, desorientado busca uma linha diretriz, uma classificação mais clara, um condensado do que é realmente importante.

(\*) fome excessiva, desejo descontrolado.  
(\*\*) miséria, pobreza.

VOYENNE, B. **Informação hoje**. Lisboa: Armand Colin, 1975 (adaptado).","Com o uso das novas tecnologias, os domínios midiáticos obtiveram um avanço maior e uma presença mais atuante junto ao público, marcada ora pela quase simultaneidade das informações, ora pelo uso abundante de imagens. A relação entre as necessidades da sociedade moderna e a oferta de informação, segundo o texto, é desarmônica, porque",O jornalista seleciona as informações mais importantes antes de publicá-las.,O ser humano precisa de muito mais conhecimento do que a tecnologia pode dar.,O problema da sociedade moderna é a abundância de informações e de liberdade de escolha.,A oferta é incoerente com o tempo que as pessoas têm para digerir a quantidade de informação disponível.,A utilização dos meios de informação acontece de maneira desorganizada e sem controle efetivo.,D,False
2012,126,,linguagens,"**Logia e mitologia**

Meu coração  
de mil e novecentos e setenta e dois  
já não palpita fagueiro  
sabe que há morcegos de pesadas olheiras  
que há cabras malignas que há  
cardumes de hienas infiltradas  
no vão da unha na alma  
um porco belicoso de radar  
e que sangra e ri  
e que sangra e ri  
a vida anoitece provisória  
centuriões sentinelas  
do Oiapoque ao Chuí.

CACASO. **Lero-lero**. Rio de Janeiro: 7Letras; São Paulo: Cosac & Naify, 2002.","O título do poema explora a expressividade de termos que representam o conflito do momento histórico vivido pelo poeta na década de 1970. Nesse contexto, é correto afirmar que",O poeta utiliza uma série de metáforas zoológicas com significado impreciso.,"“morcegos”, “cabras” e “hienas” metaforizam as vítimas do regime militar vigente.","O “porco”, animal difícil de domesticar, representa os movimentos de resistência.",O poeta caracteriza o momento de opressão através de alegorias de forte poder de impacto.,“centuriões” e “sentinelas” simbolizam os agentes que garantem a paz social experimentada.,D,False
2012,127,,linguagens,"**Desabafo**

Desculpem-me, mas não dá pra fazer uma cronicazinha divertida hoje. Simplesmente não dá. Não tem como disfarçar: esta é uma típica manhã de segunda-feira. A começar pela luz acesa da sala que esqueci ontem à noite. Seis recados para serem respondidos na secretária eletrônica. Recados chatos. Contas para pagar que venceram ontem. Estou nervoso. Estou zangado.

CARNEIRO, J. E. **Veja**, 11 set. 2002 (fragmento).","Nos textos em geral, é comum a manifestação simultânea de várias funções da linguagem, com o predomínio, entretanto, de uma sobre as outras. No fragmento da crônica Desabafo, a função da linguagem predominante é a emotiva ou expressiva, pois",O discurso do enunciador tem como foco o próprio código.,A atitude do enunciador se sobrepõe àquilo que está sendo dito.,O interlocutor é o foco do enunciador na construção da mensagem.,O referente é o elemento que se sobressai em detrimento dos demais.,O enunciador tem como objetivo principal a manutenção da comunicação.,B,False
2012,128,,linguagens,"**Entrevista com Marcos Bagno**

Pode parecer inacreditável, mas muitas das prescrições da pedagogia tradicional da língua até hoje se baseiam nos usos que os escritores portugueses do século XIX faziam da língua. Se tantas pessoas condenam, por exemplo, o uso do verbo “ter” no lugar de “haver”, como em “hoje tem feijoada”, é simplesmente porque os portugueses, em dado momento da história de sua língua, deixaram de fazer esse uso existencial do verbo “ter”.  
No entanto, temos registros escritos da época medieval em que aparecem centenas desses usos. Se nós, brasileiros, assim como os falantes africanos de português, usamos até hoje o verbo “ter” como existencial é porque recebemos esses usos de nossos ex-colonizadores. Não faz sentido imaginar que brasileiros, angolanos e moçambicanos decidiram se juntar para “errar” na mesma coisa. E assim acontece com muitas outras coisas: regências verbais, colocação pronominal, concordâncias nominais e verbais etc. Temos uma língua própria, mas ainda somos obrigados a seguir uma gramática normativa de outra língua diferente. Às vésperas de comemorarmos nosso bicentenário de independência, não faz sentido continuar rejeitando o que é nosso para só aceitar o que vem de fora.  
Não faz sentido rejeitar a língua de 190 milhões de brasileiros para só considerar certo o que é usado por menos de dez milhões de portugueses. Só na cidade de São Paulo temos mais falantes de português que em toda a Europa!

**Informativo Parábola Editorial**, s/d.","Na entrevista, o autor defende o uso de formas linguísticas coloquiais e faz uso da norma padrão em toda a extensão do texto. Isso pode ser explicado pelo fato de que ele","Adapta o nível de linguagem à situação comunicativa, uma vez que o gênero entrevista requer o uso da norma padrão.","Apresenta argumentos carentes de comprovação científica e, por isso, defende um ponto de vista difícil de ser verificado na materialidade do texto.","Propõe que o padrão normativo deve ser usado por falantes escolarizados como ele, enquanto a norma coloquial deve ser usada por falantes não escolarizados.","Acredita que a língua genuinamente brasileira está em construção, o que o obriga a incorporar em seu cotidiano a gramática normativa do português europeu.",Defende que a quantidade de falantes do português brasileiro ainda é insuficiente para acabar com a hegemonia do antigo colonizador.,A,False
2012,129,,linguagens,"**O léxico e a cultura**

Potencialmente, todas as línguas de todos os tempos podem candidatar-se a expressar qualquer conteúdo. A pesquisa linguística do século XX demonstrou que não há diferença qualitativa entre os idiomas do mundo — ou seja, não há idiomas gramaticalmente mais primitivos ou mais desenvolvidos. Entretanto, para que possa ser efetivamente utilizada, essa igualdade potencial precisa realizar-se na prática histórica do idioma, o que nem sempre acontece. Teoricamente, uma língua com pouca tradição escrita (como as línguas indígenas brasileiras) ou uma língua já extinta (como o latim ou o grego clássicos) podem ser empregadas para falar sobre qualquer assunto, como, digamos, física quântica ou biologia molecular. Na prática, contudo, não é possível, de uma hora para outra, expressar tais conteúdos em camaiurá ou latim, simplesmente porque não haveria vocabulário próprio para esses conteúdos. É perfeitamente possível desenvolver esse vocabulário específico, seja por meio de empréstimos de outras línguas, seja por meio da criação de novos termos na língua em questão, mas tal tarefa não se realizaria em pouco tempo nem com pouco esforço.

BEARZOTI FILHO, P. **Miniaurélio**: o dicionário da língua portuguesa. Manual do professor. Curitiba: Positivo, 2004 (fragmento).","Estudos contemporâneos mostram que cada língua possui sua própria complexidade e dinâmica de funcionamento. O texto ressalta essa dinâmica, na medida em que enfatiza","A inexistência de conteúdo comum a todas as línguas, pois o léxico contempla visão de mundo particular específica de uma cultura.",A existência de línguas limitadas por não permitirem ao falante nativo se comunicar perfeitamente a respeito de qualquer conteúdo.,"A tendência a serem mais restritos o vocabulário e a gramática de línguas indígenas, se comparados com outras línguas de origem europeia.","A existência de diferenças vocabulares entre os idiomas, especificidades relacionadas à própria cultura dos falantes de uma comunidade.","A atribuição de maior importância sociocultural às línguas contemporâneas, pois permitem que sejam abordadas quaisquer temáticas, sem dificuldades.",D,False
2012,13,,ciencias-humanas,"O que o projeto governamental tem em vista é poupar à Nação o prejuízo irreparável do perecimento e da evasão do que há de mais precioso no seu patrimônio. Grande parte das obras de arte até mais valiosas e dos bens de maior interesse histórico, de que a coletividade brasileira era depositária, têm desaparecido ou se arruinado irremediavelmente. As obras de arte típicas e as relíquias da história de cada país não constituem o seu patrimônio privado, e sim um patrimônio comum de todos os povos.

ANDRADE, R. M. F. Defesa do patrimônio artístico e histórico. O Jornal, 30 out. 1936. In: ALVES FILHO, I. Brasil, 500 anos em documentos. Rio de Janeiro: Mauad, 1999 (adaptado).","A criação no Brasil do Serviço do Patrimônio Histórico Artístico Nacional (SPHAN), em 1937, foi orientada por ideias como as descritas no texto, que visavam","Submeter a memória e o patrimônio nacional ao controle dos órgãos públicos, de acordo com a tendência autoritária do Estado Novo.","Transferir para a iniciativa privada a responsabilidade de preservação do patrimônio nacional, por meio de leis de incentivo fiscal.","Definir os fatos e personagens históricos a serem cultuados pela sociedade brasileira, de acordo com o interesse público.","Resguardar da destruição as obras representativas da cultura nacional, por meio de políticas públicas preservacionistas.","Determinar as responsabilidades pela destruição do patrimônio nacional, de acordo com a  legislação brasileira.",D,False
2012,130,,linguagens,"A substituição do haver por ter em construções existenciais, no português do Brasil, corresponde a um dos processos mais característicos da história da língua portuguesa, paralelo ao que já ocorrera em relação à ampliação do domínio de ter na área semântica de “posse”, no final da fase arcaica. Mattos e Silva (2001:136) analisa as vitórias de ter sobre haver e discute a emergência de ter existencial, tomando por base a obra pedagógica de João de Barros. Em textos escritos nos anos quarenta e cinquenta do século XVI, encontram-se evidências, embora raras, tanto de ter “existencial”, não mencionado pelos clássicos estudos de sintaxe histórica, quanto de haver como verbo existencial com concordância, lembrado por Ivo Castro, e anotado como “novidade” no século XVIII por Said Ali.  
Como se vê, nada é categórico e um purismo estreito só revela um conhecimento deficiente da língua. Há mais perguntas que respostas. Pode-se conceber uma norma única e prescritiva? É válido confundir o bom uso e a norma com a própria língua e dessa forma fazer uma avaliação crítica e hierarquizante de outros usos e, através deles, dos usuários? Substitui-se uma norma por outra?

CALLOU, D. A propósito de norma, correção e preconceito linguístico: do presente para o passado. In: **Cadernos de Letras da UFF**, n. 36, 2008. Disponível em: www.uff.br. Acesso em: 26 fev. 2012 (adaptado).","Para a autora, a substituição de “haver” por “ter” em diferentes contextos evidencia que",O estabelecimento de uma norma prescinde de uma pesquisa histórica.,Os estudos clássicos de sintaxe histórica enfatizam a variação e a mudança na língua.,A avaliação crítica e hierarquizante dos usos da língua fundamenta a definição da norma.,A adoção de uma única norma revela uma atitude adequada para os estudos linguísticos.,Os comportamentos puristas são prejudiciais à compreensão da constituição linguística.,E,False
2012,131,,linguagens,"![](https://enem.dev/2012/questions/131/b9d98d9e-3a0b-4ec3-88f4-05fc7d517e47.png)

BARDI, P. M. **Em torno da escultura no Brasil**. São Paulo: Banco Sudameris Brasil, 1989.","Com contornos assimétricos, riqueza de detalhes nas vestes e nas feições, a escultura barroca no Brasil tem forte influência do rococó europeu e está representada aqui por um dos profetas do pátio do Santuário do Bom Jesus de Matosinho, em Congonhas (MG), esculpido em pedra-sabão por Aleijadinho. Profundamente religiosa, sua obra revela","Liberdade, representando a vida de mineiros à procura da salvação.","Credibilidade, atendendo a encomendas dos nobres de Minas Gerais.","Simplicidade, demonstrando compromisso com a contemplação do divino.","Personalidade, modelando uma imagem sacra com feições populares.","Singularidade, esculpindo personalidades do reinado nas obras divinas.",D,True
2012,132,,linguagens,"Lugar de mulher também é na oficina. Pelo menos nas oficinas dos cursos da área automotiva fornecidos pela Prefeitura, a presença feminina tem aumentado ano a ano. De cinco mulheres matriculadas em 2005, a quantidade saltou para 79 alunas inscritas neste ano nos cursos de mecânica automotiva, eletricidade veicular, injeção eletrônica, repintura e funilaria. A presença feminina nos cursos automotivos da Prefeitura — que são gratuitos — cresceu 1 480% nos últimos sete anos e tem aumentado ano a ano.

Disponível em: www.correiodeuberlandia.com.br. Acesso em: 27 fev. 2012 (adaptado).","Na produção de um texto, são feitas escolhas referentes a sua estrutura, que possibilitam inferir o objetivo do autor. Nesse sentido, no trecho apresentado, o enunciado “Lugar de mulher também é na oficina” corrobora o objetivo textual de",Demonstrar que a situação das mulheres mudou na sociedade contemporânea.,Defender a participação da mulher na sociedade atual.,Comparar esse enunciado com outro: “lugar de mulher é na cozinha”.,Criticar a presença de mulheres nas oficinas dos cursos da área automotiva.,Distorcer o sentido da frase “lugar de mulher é na cozinha”,A,False
2012,133,,linguagens,"![](https://enem.dev/2012/questions/133/882acc28-987a-4ffa-9dbb-d7b96a263b60.png)

Disponível em: www.portaldapropaganda.com.br. Acesso em: 1 mar. 2012.","A publicidade, de uma forma geral, alia elementos verbais e imagéticos na constituição de seus textos. Nessa peça publicitária, cujo tema é a sustentabilidade, o autor procura convencer o leitor a",Assumir uma atitude reflexiva diante dos fenômenos naturais.,Evitar o consumo excessivo de produtos reutilizáveis.,"Aderir à onda sustentável, evitando o consumo excessivo.","Abraçar a campanha, desenvolvendo projetos sustentáveis.",Consumir produtos de modo responsável e ecológico.,E,True
2012,134,,linguagens,"**Aquele bêbado**

— Juro nunca mais beber — e fez o sinal da cruz com os indicadores. Acrescentou: — Álcool.

O mais ele achou que podia beber. Bebia paisagens, músicas de Tom Jobim, versos de Mário Quintana. Tomou um pileque de Segall. Nos fins de semana, embebedava-se de Índia Reclinada, de Celso Antônio.

— Curou-se 100% do vício — comentavam os amigos.

Só ele sabia que andava mais bêbado que um gambá. Morreu de etilismo abstrato, no meio de uma carraspana de pôr do sol no Leblon, e seu féretro ostentava inúmeras coroas de ex-alcoólatras anônimos.

ANDRADE, C. D. **Contos plausíveis**. Rio de Janeiro: Record, 1991.","A causa mortis do personagem, expressa no último parágrafo, adquire um efeito irônico no texto porque, ao longo da narrativa, ocorre uma",Metaforização do sentido literal do verbo “beber”.,Aproximação exagerada da estética abstracionista.,Apresentação gradativa da coloquialidade da linguagem.,Exploração hiperbólica da expressão “inúmeras coroas”.,Citação aleatória de nomes de diferentes artistas.,A,False
2012,135,,linguagens,"**O trovador**

Sentimentos em mim do asperamente  
dos homens das primeiras eras…  
As primaveras do sarcasmo  
intermitentemente no meu coração arlequinal…  
Intermitentemente…  
Outras vezes é um doente, um frio  
na minha alma doente como um longo som redondo…  
Cantabona! Cantabona!  
Dlorom…  
Sou um tupi tangendo um alaúde!

ANDRADE, M. In: MANFIO, D. Z. (Org.) **Poesias completas de Mário de Andrade**. Belo Horizonte: Itatiaia, 2005.","Cara ao Modernismo, a questão da identidade nacional é recorrente na prosa e na poesia de Mário de Andrade. Em O trovador, esse aspecto é","Abordado subliminarmente, por meio de expressões como “coração arlequinal” que, evocando o carnaval, remete à brasilidade.","Verificado já no título, que remete aos repentistas nordestinos, estudados por Mário de Andrade em suas viagens e pesquisas folclóricas.","Lamentado pelo eu lírico, tanto no uso de expressões como “Sentimentos em mim do asperamente” (v. 1), “frio” (v. 6), “alma doente” (v. 7), como pelo som triste do alaúde “Dlorom” (v. 9).","Problematizado na oposição tupi (selvagem) x alaúde (civilizado), apontando a síntese nacional que seria proposta no Manifesto Antropófago, de Oswald de Andrade.","Exaltado pelo eu lírico, que evoca os “sentimentos dos homens das primeiras eras” para mostrar o orgulho brasileiro por suas raízes indígenas.",D,False
